ACCT_TOKEN,I_ECIF_CUST_ID,C_ECIF_CUST_ROLE,C_FED_EXMPT,X_EMPL,CUST_DEF,CUST_ELIG_STATUS,CUST_ELIG_REASON,CHILD_OFF_CD,OFF_ST_DATE,OFF_END_DATE,CUST_OVER_STATUS,BONUS_1_TYPE,BONUS_1_VAL,BONUS_1_DESC,BONUS_1_STATUS,TAX_TYPE_B1,ELIG_ACCT_OPEN,ACCT_OPEN_DATE,ACCT_STATUS,OPEN_ACCT_QA_STATUS,OPEN_ACCT_QA_REASON,DD_TRX,DD_DATE,DD_TRX_DAYS_RM,DD_QA_STATUS,DD_QA_REASON,BONUS_2_TYPE,BONUS_2_VAL,BONUS_2_DESC,BONUS_2_STATUS,TAX_TYPE_B2,TTL_DPST_BLC,TTL_DPST_BLC_DAYS_RM,INCR_BLC_QA_STATUS,INCR_BLC_QA_REASON,INCR_BLC_DATE,TTL_DSPT_BLC_DAYS_MTN,MAINTAIN_BLC_QA_STATUS,MAINTAIN_BLC_QA_REASON,MAINTAIN_BLC_DATE,AGENT_ID,AGENT_NAME,Bonus_1_OVR_REASON,BONUS_1_OVR_DATE,Bonus_2_OVR_REASON,BONUS_2_OVR_DATE,OFFER_REDEEM_DATE,CUST_D_LOAD,ACCT_D_PRCSS_DAY,TRX_D_PRCSS_DAY,RULES_EXECUTE_DATE
2f9c656962cc28be746757d0a3972c8a75fa771c344dc95f8db2696105baca02,c11e4708,1000016,N,N,Customer,4,NHS408,NH53BJM8BJINL0IV,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,4,NHS408,0,Not met,0,4,NHS408,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,17.63,0,4,NHS408,Not met,,4,NHS408,,,,,,,,09/05/24,56:05.3,05/09/24,null,2024-10-30 21:40:50 PM CST
9f0f97089338e09fc009b1b135a8ab2ae0820c384faf252bcd00f28c8b7e39e0,e36c44dd,1000016,N,N,Customer,4,NHS406,NH53BJM8BJINL0IV,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,06/09/24,Open,4,NHS406,7915.45,9/27/2024,0,4,NHS406,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,17026.05,0,4,NHS406,06/09/24,0,4,NHS406,26/09/24,,,,,,,09/06/24,02:07.7,28/10/24,25/10/24,2024-10-30 21:40:51 PM CST
7fb945c8da43666b838ff8b4caba377c3a2e82483dd18ac609766259b29298ac,231560c5,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,06/09/24,Open,3,NHS100,0.16,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,3465.58,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/06/24,16:39.8,28/10/24,09/09/24,2024-10-30 21:40:50 PM CST
360952c33202fc85d82d059a6a7f3c312f6aca4b95703123af17a1cd7dd92d24,Praveen1,1000016,N,N,Customer,4,NHS408,NH53BJM8BJINL0IV,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,28/08/24,Open,4,NHS408,0,Not met,0,4,NHS408,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,0,0,4,NHS408,Not met,,4,NHS408,,,,,,,,08-28-2024,00:28.3,28/08/24,null,2024-10-30 21:40:50 PM CST
4a8ada49afd0012c7477e1c7e4754ecb9b1c76010608d0d6f011baf17a2d85c9,Sebastian2,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,03/09/24,Open,3,NHS100,9031.36,10/02/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,6503.35,0,3,NHS303,15/10/24,4,4,NHS403,04/11/24,,,,,,,09/03/24,43:32.1,29/10/24,29/10/24,2024-10-30 21:40:50 PM CST
8e859dd0b72d94a663c71a42bddd5b65b505cbfdd93fc2026db7c0fd53a350e5,be2cb564,1000016,N,N,Customer,4,NHS408,NH53BJM8BJINL0IV,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,27/08/24,Open,4,NHS408,0,Not met,0,4,NHS408,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,-89.97,0,4,NHS408,Not met,,4,NHS408,,,,,,,,08-27-2024,44:50.0,25/10/24,null,2024-10-30 21:40:50 PM CST
da5390e12907ad50c2686ac55ce5a360b2edec726c4fc56ae08fee2c84ffcd68,c339b434,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,13/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-13-2024,52:31.9,13/08/24,null,2024-10-30 21:40:50 PM CST
e07c3b2f22c9e32cdb6def0a03a6b1c6353ee17550ffd865a04ece538b8cb5e9,ebc5a3dc,1000016,A,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,19/08/24,Open,3,NHS100,2509.38,09/05/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,291.2,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-19-2024,40:39.2,29/10/24,23/10/24,2024-10-30 21:40:50 PM CST
93e4fec2f59aab8ed8cf0e025e093a0841902e47dfd9392b9e552822912ce4c2,e12345b,1000016,C,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,20/08/24,Open,3,NHS100,5155.05,8/28/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,3384.6,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-20-2024,07:35.4,29/10/24,23/10/24,2024-10-30 21:40:50 PM CST
7decdc2b3a295fed8d46dde392128912ad011859e35c95c894ba9e0a773f158f,fe15b364,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,20/08/24,Open,3,NHS100,6799.77,8/28/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,5710.13,0,3,NHS303,03/09/24,0,3,NHS304,23/09/24,,,,,,,08-20-2024,29:14.5,29/10/24,23/10/24,2024-10-30 21:40:50 PM CST
04db4e7fe0ac6faf5cda09926e7be20f3e5c98553e199eb7c3c4eb49f67fe2c3,c999999,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,21/08/24,Open,3,NHS100,1335.15,09/05/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,47906.54,0,3,NHS303,21/08/24,0,3,NHS304,10/09/24,,,,,,,08-21-2024,14:14.2,07/10/24,19/09/24,2024-10-30 21:40:50 PM CST
350c9e0ab20aacd5193b121362071b019786674d474ad77d6585f0cc432ff5d3,b234567,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,22/08/24,Open,3,NHS100,1118.03,10/03/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,55.25,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-22-2024,03:07.1,28/10/24,18/10/24,2024-10-30 21:40:50 PM CST
742c44e3d3ab8c96b33f4581aaa02524e0fc42bb3282438dce55b286c8e73329,758ea9c0,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,22/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,382.94,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-22-2024,37:06.8,02/10/24,null,2024-10-30 21:40:51 PM CST
2bb61fc1cd49e34a85880c396895a755baf394416df81b5822dfd6fbb56310ca,Gaurav3,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,22/08/24,Open,3,NHS100,3781.98,8/30/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,971.59,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-22-2024,38:37.4,29/10/24,28/10/24,2024-10-30 21:40:50 PM CST
c5b8504b2d6d08ce0b5ef867938f928af5a9beb0414ce7e9cbb28ad8ef620b0c,1b13c928,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,23/08/24,Open,3,NHS100,1650.55,10/09/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,85.23,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-23-2024,33:30.7,29/10/24,23/10/24,2024-10-30 21:40:50 PM CST
1dacda2b1e16828a934357463db628c72fbbcd58c21fbf3581439dce977ac8f2,ee3c4761,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,24/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,325.26,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-24-2024,14:32.2,28/10/24,null,2024-10-30 21:40:50 PM CST
1b8a5f22169cb2f3db9960c46e22f730cd21d4efd5fdb1be6a5b31da414e249e,eb55e441,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,24/08/24,Open,3,NHS100,2500,8/29/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,185.04,0,3,NHS303,26/08/24,0,3,NHS304,15/09/24,,,,,,,08-24-2024,48:17.7,24/10/24,23/10/24,2024-10-30 21:40:50 PM CST
0623822ab53d8bff076b35dcf2690155f8ef9576feffafe83f1fd8592cd9870b,Jaya4,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,26/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,2000.01,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-26-2024,09:31.4,26/08/24,null,2024-10-30 21:40:50 PM CST
bf96cbce466bb767849920f4a0aee7e2d6c738a538cb95e17936bafab011e919,58c3032d,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,25/08/24,Open,3,NHS100,100,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,2,INT,23487.17,0,3,NHS303,10/09/24,0,3,NHS304,30/09/24,,,,,,,08-25-2024,23:04.9,29/10/24,27/08/24,2024-10-30 21:40:50 PM CST
17b9b69a54cded3cc44ac80a71f22879592320c557003a59d5180157da28815f,edf1a1ea,1000016,A,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,27/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,79.46,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-27-2024,15:19.7,28/10/24,null,2024-10-30 21:40:50 PM CST
7858f8a4baa157420414c15437e56add0d546b553b552d9374be6ceda7e41e3e,b01a395f,1000016,N,N,Prospect,4,NHS410,NH53BJM8BJINL0IV,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,27/08/24,Closed,4,NHS410,0,Not met,0,4,NHS410,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,0,0,4,NHS410,Not met,,4,NHS410,,,,,,,,08-27-2024,35:49.3,26/09/24,null,2024-10-30 21:40:50 PM CST
6aa94f4fb0b9d7f2ed5ba3e1557c432857ed5da0a110e8b6409b8235b8825deb,1ecbfcff,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,27/08/24,Open,3,NHS100,5314.75,09/05/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,1554.75,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-27-2024,44:42.2,24/10/24,24/10/24,2024-10-30 21:40:51 PM CST
360b9d17ecd227490091f16ed1e0f51e3d0ee4c01d415c53e7494d4cc9698fdd,Aditya5,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,27/08/24,Open,3,NHS100,17347.02,8/29/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,14756.9,0,3,NHS303,29/08/24,0,3,NHS304,18/09/24,,,,,,,08-27-2024,53:40.4,23/10/24,01/10/24,2024-10-30 21:40:51 PM CST
7ae89563227aabf69bab3a3ccc90d1bc92f338e8bfbd4b9e5597b9a6738f754b,a9b5c508,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,26/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,6.07,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-26-2024,15:49.8,28/10/24,null,2024-10-30 21:40:51 PM CST
fa3837598a1bf7a42c94a6a4777ca241b22784b0a81ac1a33a33d4e43d7a134d,33b12921,1000031,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,28/08/24,Open,3,NHS100,192416.85,09/06/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,106629.84,0,3,NHS303,03/09/24,0,3,NHS304,23/09/24,,,,,,,08-28-2024,05:52.2,29/10/24,28/10/24,2024-10-30 21:40:51 PM CST
6a5ee2722a7cbd3453c2a6221116992739c22abb6aec889b9a77209c70b06114,925fbfa6,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,28/08/24,Open,3,NHS100,9522.54,8/30/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,-640.73,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-28-2024,56:11.4,25/10/24,17/10/24,2024-10-30 21:40:51 PM CST
8ea5f09f898533e993c210d4d82ca08f7805040d098830542b86293aed582b7c,c826ef79,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,28/08/24,Open,3,NHS100,7054.74,9/13/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,543794,0,3,NHS303,03/09/24,0,3,NHS304,23/09/24,,,,,,,08-28-2024,17:54.2,25/10/24,18/10/24,2024-10-30 21:40:51 PM CST
7b2dd51f35c21a918c4b1f1a831430039242e6f85339e3bb2df9e5ea8637a5a9,Shalini6,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,28/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-28-2024,38:27.0,28/08/24,null,2024-10-30 21:40:51 PM CST
2274111856b307fdea0f5576d950f65f3763303b7f94055b861b2117ef87bc4e,275a0653,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,42:45.7,29/08/24,null,2024-10-30 21:40:51 PM CST
0ecad7277fc78473c0c27e8c619e18ff51b1592169fda3c47c5ab5ecd3ab69a2,4216735a,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,468.48,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,-98.3,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,05:17.3,21/10/24,18/10/24,2024-10-30 21:40:51 PM CST
267c539d84ae360b854e7da6b48c09e3a57ee2f35d35ed53ca2ade8cd1de431d,60935c55,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,29/08/24,Open,3,NHS100,22400,9/13/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,22800.14,0,3,NHS303,13/09/24,0,3,NHS304,03/10/24,,,,,,,08-29-2024,58:51.6,21/10/24,15/10/24,2024-10-30 21:40:51 PM CST
638e306c75faa24062ef6df3b4d7869089598bd693cd7ec40add962f92677fcd,aa81e93f,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,2,INT,16376.62,0,3,NHS303,29/08/24,0,3,NHS304,18/09/24,,,,,,,08-29-2024,58:42.3,23/10/24,null,2024-10-30 21:40:51 PM CST
77c8a1d7c6f05e14c0b58442770a83fcdc3a68b860385e53cce369ae95c7d083,5c7e3436,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,29/08/24,Open,3,NHS100,1489.55,9/27/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,74.17,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,42:14.3,29/10/24,09/10/24,2024-10-30 21:40:51 PM CST
d63dbc8a24023f108560f4e7ec90b85bfed7b358afd08bfd39f2749ec61e52fc,a142ef3f,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,29/08/24,Open,3,NHS100,7035.31,09/04/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,2463.11,0,3,NHS303,06/09/24,0,3,NHS304,26/09/24,,,,,,,08-29-2024,13:42.6,29/10/24,24/09/24,2024-10-30 21:40:51 PM CST
303a52d96a26965a82547cb7378b89fa0296c9f2ec0b474c482ae40afefd322b,cbf08f1d,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,29/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,5.57,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-29-2024,26:55.4,24/10/24,null,2024-10-30 21:40:51 PM CST
a6803cfd05b5f5cb8676beba633115ca9ef74c92ec9917a99cea6c7728cc146f,3b3700d9,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,03/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/03/24,43:49.6,03/09/24,null,2024-10-30 21:40:51 PM CST
d571fe2d8a60ecd40aa7320c75f1b92d2d2b0ef6814de9f69d482fd338600af9,Prankit7,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,30/08/24,Open,3,NHS100,4850.63,09/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,1516.54,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-30-2024,11:31.4,29/10/24,23/10/24,2024-10-30 21:40:51 PM CST
99e26cdbe85e2f4f401e88e1182d579b0381122c19bdc963166cbdbf88033368,6f987a66,1000016,N,N,Prospect,1,NHS100,NH53BJM8BJINL0IV,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,30/08/24,Open,3,NHS100,6781.54,09/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,1029.53,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-30-2024,31:03.5,29/10/24,23/10/24,2024-10-30 21:40:51 PM CST
